pattern,gene,rank,cogaps_weight,contrast_scope,cell_type,mean_log2fc_stim_vs_ctrl,median_log2fc_stim_vs_ctrl,n_pairs,n_up_pairs,n_down_pairs,n_zero_pairs,sign_consistency,wilcoxon_pvalue,direction,evidence_strength,wilcoxon_fdr
Pattern4,CXCL16,12,3.162369728088379,by_cell_type,Dendritic cells,-2.4178486228239584,-2.037703561699101,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern4,CXCL16,12,3.162369728088379,by_cell_type,FCGR3A+ Monocytes,-0.18614774518729238,-0.20426239636968369,6,1,5,0,0.8333333333333334,0.3125,down_in_stim,suggestive,0.35377358490566035
Pattern4,CXCL16,12,3.162369728088379,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern4,CXCL16,12,3.162369728088379,by_cell_type,NK cells,-2.0890221680389334,-1.7217090856114758,8,2,6,0,0.75,0.25,down_in_stim,strong,0.2916666666666667
Pattern4,PSAP,13,3.0055530071258545,by_cell_type,B cells,-1.0089956101052127,-1.0056277864817167,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,PSAP,13,3.0055530071258545,by_cell_type,CD14+ Monocytes,-0.8257606993185069,-0.8199267136063764,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,PSAP,13,3.0055530071258545,by_cell_type,CD4 T cells,-0.8242643117318205,-0.8412641169513915,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,PSAP,13,3.0055530071258545,by_cell_type,CD8 T cells,-0.7618085254875961,-0.9620337032071298,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern4,PSAP,13,3.0055530071258545,by_cell_type,Dendritic cells,-0.7986699850874176,-0.7050355042904499,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern4,PSAP,13,3.0055530071258545,by_cell_type,FCGR3A+ Monocytes,-0.15391005990103293,-0.10893351213256786,6,1,5,0,0.8333333333333334,0.0625,down_in_stim,suggestive,0.08003048780487805
Pattern4,PSAP,13,3.0055530071258545,by_cell_type,Megakaryocytes,0.3454884012472439,0.3454884012472439,1,1,0,0,1.0,,up_in_stim,moderate,
Pattern4,PSAP,13,3.0055530071258545,by_cell_type,NK cells,-0.9741264563346563,-0.77274678357041,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern4,CTSS,14,2.854546070098877,by_cell_type,B cells,0.3106635420880066,0.4844490985827665,8,7,1,0,0.875,0.1953125,up_in_stim,moderate,0.23107394366197184
Pattern4,CTSS,14,2.854546070098877,by_cell_type,CD14+ Monocytes,0.7303683919460235,0.8321683301138139,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern4,CTSS,14,2.854546070098877,by_cell_type,CD4 T cells,1.2561097359224993,1.184200532615284,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern4,CTSS,14,2.854546070098877,by_cell_type,CD8 T cells,0.8606513629614415,0.8132199483691025,5,4,1,0,0.8,0.125,up_in_stim,strong,0.15395894428152493
Pattern4,CTSS,14,2.854546070098877,by_cell_type,Dendritic cells,0.9135200731210787,0.9303725092376984,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern4,CTSS,14,2.854546070098877,by_cell_type,FCGR3A+ Monocytes,0.13947307781132157,0.1120550648108205,6,6,0,0,1.0,0.03125,up_in_stim,suggestive,0.04843173431734318
Pattern4,CTSS,14,2.854546070098877,by_cell_type,Megakaryocytes,0.0,0.0,1,0,0,1,1.0,,mixed_or_unclear,weak_or_mixed,
Pattern4,CTSS,14,2.854546070098877,by_cell_type,NK cells,1.200466064345935,1.1307964943403999,8,7,1,0,0.875,0.015625,up_in_stim,strong,0.03815406976744186
Pattern4,CST3,15,2.71581768989563,by_cell_type,B cells,2.84705812444798,1.3409869070862892,8,6,2,0,0.75,0.0390625,up_in_stim,strong,0.059442934782608696
Pattern4,CST3,15,2.71581768989563,by_cell_type,CD14+ Monocytes,0.6292404217828265,0.5466889430048347,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern4,CST3,15,2.71581768989563,by_cell_type,CD4 T cells,0.7868113941299336,0.7246192374149674,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern4,CST3,15,2.71581768989563,by_cell_type,CD8 T cells,0.13255541784949773,0.6803547994052144,5,3,2,0,0.6,1.0,up_in_stim,weak_or_mixed,1.0
Pattern4,CST3,15,2.71581768989563,by_cell_type,Dendritic cells,0.44923012988733085,0.40218093418592016,6,6,0,0,1.0,0.03125,up_in_stim,moderate,0.04843173431734318
Pattern4,CST3,15,2.71581768989563,by_cell_type,FCGR3A+ Monocytes,0.3659278462121887,0.4153067127143961,6,5,1,0,0.8333333333333334,0.0625,up_in_stim,moderate,0.08003048780487805
Pattern4,CST3,15,2.71581768989563,by_cell_type,Megakaryocytes,-0.2157735404068566,-0.2157735404068566,1,0,1,0,1.0,,down_in_stim,suggestive,
Pattern4,CST3,15,2.71581768989563,by_cell_type,NK cells,0.7062654703363349,-0.07095663540280617,8,4,4,0,0.5,0.84375,up_in_stim,weak_or_mixed,0.8771658415841584
Pattern5,ISG15,1,9.808597564697266,by_cell_type,B cells,5.193834522909405,5.15576919024263,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,ISG15,1,9.808597564697266,by_cell_type,CD14+ Monocytes,6.973226009646226,6.948121795810569,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,ISG15,1,9.808597564697266,by_cell_type,CD4 T cells,4.728695241407676,4.637218833145979,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,ISG15,1,9.808597564697266,by_cell_type,CD8 T cells,4.5860875863447506,4.7415826057468315,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,ISG15,1,9.808597564697266,by_cell_type,Dendritic cells,6.190763134556248,6.322000036762355,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,ISG15,1,9.808597564697266,by_cell_type,FCGR3A+ Monocytes,5.9486051000351665,5.875016166053417,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,ISG15,1,9.808597564697266,by_cell_type,Megakaryocytes,2.080630671141134,2.080630671141134,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,ISG15,1,9.808597564697266,by_cell_type,NK cells,4.216121740090505,4.199884011446022,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,ISG20,2,8.381224632263184,by_cell_type,B cells,2.913496975803006,2.8878553115652377,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,ISG20,2,8.381224632263184,by_cell_type,CD14+ Monocytes,4.999831877420084,5.287996730714882,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,ISG20,2,8.381224632263184,by_cell_type,CD4 T cells,2.7361059770094265,2.726809151587065,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,ISG20,2,8.381224632263184,by_cell_type,CD8 T cells,3.438071194587599,3.28468016533591,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,ISG20,2,8.381224632263184,by_cell_type,Dendritic cells,3.7155330089911778,3.764903880812695,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,ISG20,2,8.381224632263184,by_cell_type,FCGR3A+ Monocytes,4.402614344195111,4.397344753037054,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,ISG20,2,8.381224632263184,by_cell_type,Megakaryocytes,2.8655469303877465,2.8655469303877465,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,ISG20,2,8.381224632263184,by_cell_type,NK cells,3.133724424824873,3.0962254637811863,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFI6,3,6.584771633148193,by_cell_type,B cells,6.877894067514899,5.908985526003511,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFI6,3,6.584771633148193,by_cell_type,CD14+ Monocytes,4.307948996780553,4.016197338450288,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFI6,3,6.584771633148193,by_cell_type,CD4 T cells,5.360910406478599,5.345629283704695,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFI6,3,6.584771633148193,by_cell_type,CD8 T cells,5.222347558090314,5.05004432054745,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,IFI6,3,6.584771633148193,by_cell_type,Dendritic cells,5.0317455397666215,5.026517660901135,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,IFI6,3,6.584771633148193,by_cell_type,FCGR3A+ Monocytes,3.666465549919096,3.5236339299707096,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,IFI6,3,6.584771633148193,by_cell_type,Megakaryocytes,1.3032509256424358,1.3032509256424358,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,IFI6,3,6.584771633148193,by_cell_type,NK cells,5.076542934286308,5.0910377725409806,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFIT3,4,4.9311394691467285,by_cell_type,B cells,8.709739684031701,6.918016552173569,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFIT3,4,4.9311394691467285,by_cell_type,CD14+ Monocytes,7.107348208260891,6.994971082879234,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFIT3,4,4.9311394691467285,by_cell_type,CD4 T cells,6.515389837430079,6.721237219577294,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFIT3,4,4.9311394691467285,by_cell_type,CD8 T cells,9.231667832944305,6.869559518339218,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,IFIT3,4,4.9311394691467285,by_cell_type,Dendritic cells,10.515385081068557,10.916847649942586,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,IFIT3,4,4.9311394691467285,by_cell_type,FCGR3A+ Monocytes,4.986154402365709,4.488638143207812,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,IFIT3,4,4.9311394691467285,by_cell_type,Megakaryocytes,5.824996331246958,5.824996331246958,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,IFIT3,4,4.9311394691467285,by_cell_type,NK cells,5.293944153675511,5.526551838269345,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,LY6E,5,4.535023212432861,by_cell_type,B cells,3.823467413658189,3.559735751159945,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,LY6E,5,4.535023212432861,by_cell_type,CD14+ Monocytes,5.282228528281869,5.458195562085738,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,LY6E,5,4.535023212432861,by_cell_type,CD4 T cells,3.8474348938381304,3.8388085639941822,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,LY6E,5,4.535023212432861,by_cell_type,CD8 T cells,3.296094495386933,3.1273465605428257,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,LY6E,5,4.535023212432861,by_cell_type,Dendritic cells,5.02563121992634,4.802260460993004,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,LY6E,5,4.535023212432861,by_cell_type,FCGR3A+ Monocytes,3.620956220816467,3.8794367565739023,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,LY6E,5,4.535023212432861,by_cell_type,Megakaryocytes,3.8993926242885006,3.8993926242885006,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,LY6E,5,4.535023212432861,by_cell_type,NK cells,2.8627223875110746,2.8575226558398468,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFIT1,6,4.0107550621032715,by_cell_type,B cells,8.872781763412103,6.874363638576685,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFIT1,6,4.0107550621032715,by_cell_type,CD14+ Monocytes,8.402809299724131,7.89385945180565,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFIT1,6,4.0107550621032715,by_cell_type,CD4 T cells,6.601018880504453,6.437662520130598,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFIT1,6,4.0107550621032715,by_cell_type,CD8 T cells,8.863125704552695,5.182067945473035,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,IFIT1,6,4.0107550621032715,by_cell_type,Dendritic cells,9.788578859476255,8.265803848612727,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,IFIT1,6,4.0107550621032715,by_cell_type,FCGR3A+ Monocytes,7.287415478782568,7.269747056401647,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,IFIT1,6,4.0107550621032715,by_cell_type,Megakaryocytes,6.812215230739885,6.812215230739885,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,IFIT1,6,4.0107550621032715,by_cell_type,NK cells,7.695975149350511,6.166855704540712,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,MX1,7,3.8567159175872803,by_cell_type,B cells,6.981674340506038,5.482650621420716,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,MX1,7,3.8567159175872803,by_cell_type,CD14+ Monocytes,5.569731136523442,5.405150334208358,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,MX1,7,3.8567159175872803,by_cell_type,CD4 T cells,4.658352111908827,4.384082155879905,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,MX1,7,3.8567159175872803,by_cell_type,CD8 T cells,8.50172336249965,4.907982532658325,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,MX1,7,3.8567159175872803,by_cell_type,Dendritic cells,6.642403279548493,5.838805872400913,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,MX1,7,3.8567159175872803,by_cell_type,FCGR3A+ Monocytes,4.9481422862916595,5.210294044588267,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,MX1,7,3.8567159175872803,by_cell_type,Megakaryocytes,6.141825565481636,6.141825565481636,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,MX1,7,3.8567159175872803,by_cell_type,NK cells,4.206120861556844,3.6621436901051325,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,FTH1,8,2.999697685241699,by_cell_type,B cells,-1.3098243441406336,-1.2582921425349785,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern5,FTH1,8,2.999697685241699,by_cell_type,CD14+ Monocytes,-1.133141654337639,-1.0824018232817014,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern5,FTH1,8,2.999697685241699,by_cell_type,CD4 T cells,-0.845984476155722,-0.8403689297802117,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern5,FTH1,8,2.999697685241699,by_cell_type,CD8 T cells,-1.0021307651834175,-0.9182330838954496,5,0,5,0,1.0,0.0625,down_in_stim,strong,0.08003048780487805
Pattern5,FTH1,8,2.999697685241699,by_cell_type,Dendritic cells,-1.080423242998389,-0.9944972104603984,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern5,FTH1,8,2.999697685241699,by_cell_type,FCGR3A+ Monocytes,-1.0869520560166464,-1.1057151303919106,6,0,6,0,1.0,0.03125,down_in_stim,strong,0.04843173431734318
Pattern5,FTH1,8,2.999697685241699,by_cell_type,Megakaryocytes,0.468200785918107,0.468200785918107,1,1,0,0,1.0,,up_in_stim,moderate,
Pattern5,FTH1,8,2.999697685241699,by_cell_type,NK cells,-0.6397938651378916,-0.6964991210954503,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern5,IFIT2,9,1.600779414176941,by_cell_type,B cells,8.696103813435876,6.656054851789412,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFIT2,9,1.600779414176941,by_cell_type,CD14+ Monocytes,8.306693303764323,7.813113345578339,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFIT2,9,1.600779414176941,by_cell_type,CD4 T cells,5.595714093970635,5.805545483234935,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IFIT2,9,1.600779414176941,by_cell_type,CD8 T cells,6.150920123727034,4.874969353230111,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,IFIT2,9,1.600779414176941,by_cell_type,Dendritic cells,11.94113810558313,12.969597545795954,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,IFIT2,9,1.600779414176941,by_cell_type,FCGR3A+ Monocytes,5.058659718080833,4.878944805678275,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,IFIT2,9,1.600779414176941,by_cell_type,Megakaryocytes,5.418417090337793,5.418417090337793,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,IFIT2,9,1.600779414176941,by_cell_type,NK cells,5.1551052870799925,3.7618163841930468,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,SAT1,10,1.5642191171646118,by_cell_type,B cells,1.7244797266426604,1.7464828467133673,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,SAT1,10,1.5642191171646118,by_cell_type,CD14+ Monocytes,1.3167229340569673,1.3521610813284148,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,SAT1,10,1.5642191171646118,by_cell_type,CD4 T cells,2.211620710996808,2.3007625889330825,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,SAT1,10,1.5642191171646118,by_cell_type,CD8 T cells,2.1715948336069015,1.9080398500723934,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,SAT1,10,1.5642191171646118,by_cell_type,Dendritic cells,0.9108086154749154,0.9984999932476049,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,SAT1,10,1.5642191171646118,by_cell_type,FCGR3A+ Monocytes,0.8047046237271974,0.8292165386060919,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,SAT1,10,1.5642191171646118,by_cell_type,Megakaryocytes,3.016407296823499,3.016407296823499,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,SAT1,10,1.5642191171646118,by_cell_type,NK cells,2.6639190835282225,2.6800554126718525,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IRF7,11,1.5567588806152344,by_cell_type,B cells,3.4154211065467646,3.2219704554857636,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IRF7,11,1.5567588806152344,by_cell_type,CD14+ Monocytes,2.7484068421314896,2.870550024649031,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IRF7,11,1.5567588806152344,by_cell_type,CD4 T cells,3.1365247597728887,3.1781575104949598,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,IRF7,11,1.5567588806152344,by_cell_type,CD8 T cells,3.156816138301071,3.3856241631252093,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,IRF7,11,1.5567588806152344,by_cell_type,Dendritic cells,3.3949019831890195,3.317050775938699,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,IRF7,11,1.5567588806152344,by_cell_type,FCGR3A+ Monocytes,2.8295352232408946,2.72611013959886,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,IRF7,11,1.5567588806152344,by_cell_type,Megakaryocytes,5.418417090337793,5.418417090337793,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,IRF7,11,1.5567588806152344,by_cell_type,NK cells,2.376715700686312,2.289379175433808,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,TNFSF10,12,1.3978185653686523,by_cell_type,B cells,5.8342378864125966,5.992988193362439,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,TNFSF10,12,1.3978185653686523,by_cell_type,CD14+ Monocytes,7.6993218765303215,7.49657433757152,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,TNFSF10,12,1.3978185653686523,by_cell_type,CD4 T cells,4.080733783503053,4.119544438441031,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,TNFSF10,12,1.3978185653686523,by_cell_type,CD8 T cells,2.6755373202282735,2.6408426682422856,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,TNFSF10,12,1.3978185653686523,by_cell_type,Dendritic cells,10.705461178526592,10.85222376252451,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,TNFSF10,12,1.3978185653686523,by_cell_type,FCGR3A+ Monocytes,3.525014095587712,3.655625118411895,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,TNFSF10,12,1.3978185653686523,by_cell_type,Megakaryocytes,5.824996331246958,5.824996331246958,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,TNFSF10,12,1.3978185653686523,by_cell_type,NK cells,2.7776185749637525,2.7204351374939435,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,OAS1,13,1.3517608642578125,by_cell_type,B cells,5.268935303734473,3.9876129102346267,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,OAS1,13,1.3517608642578125,by_cell_type,CD14+ Monocytes,4.413097184982123,4.570103721090101,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,OAS1,13,1.3517608642578125,by_cell_type,CD4 T cells,4.984509685206662,5.089818751687418,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,OAS1,13,1.3517608642578125,by_cell_type,CD8 T cells,8.252488941504517,5.422394576383801,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,OAS1,13,1.3517608642578125,by_cell_type,Dendritic cells,5.24956809561467,5.259919613853726,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,OAS1,13,1.3517608642578125,by_cell_type,FCGR3A+ Monocytes,2.182372956348788,2.2633396202266605,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,OAS1,13,1.3517608642578125,by_cell_type,Megakaryocytes,4.850223776745797,4.850223776745797,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,OAS1,13,1.3517608642578125,by_cell_type,NK cells,5.997479041688994,3.871849756296694,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,PLSCR1,14,1.1741489171981812,by_cell_type,B cells,3.779572491559236,3.809370636136479,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,PLSCR1,14,1.1741489171981812,by_cell_type,CD14+ Monocytes,2.3012387881180416,2.3862725476844417,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,PLSCR1,14,1.1741489171981812,by_cell_type,CD4 T cells,4.372775654752369,4.464561117072439,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,PLSCR1,14,1.1741489171981812,by_cell_type,CD8 T cells,5.882947643515252,4.485958915003995,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,PLSCR1,14,1.1741489171981812,by_cell_type,Dendritic cells,2.8233254676382473,2.7336942078229214,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,PLSCR1,14,1.1741489171981812,by_cell_type,FCGR3A+ Monocytes,2.0308894325467484,2.1348274010359107,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,PLSCR1,14,1.1741489171981812,by_cell_type,Megakaryocytes,5.418417090337793,5.418417090337793,1,1,0,0,1.0,,up_in_stim,strong,
Pattern5,PLSCR1,14,1.1741489171981812,by_cell_type,NK cells,3.5571378422626068,3.7325538598060213,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,BST2,15,1.0784711837768555,by_cell_type,B cells,1.839008721395931,2.045575342469264,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,BST2,15,1.0784711837768555,by_cell_type,CD14+ Monocytes,2.059844495261032,2.0880871160488876,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,BST2,15,1.0784711837768555,by_cell_type,CD4 T cells,2.1112919585256305,2.154111892012182,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern5,BST2,15,1.0784711837768555,by_cell_type,CD8 T cells,2.1223231296927945,1.896426820916039,5,5,0,0,1.0,0.0625,up_in_stim,strong,0.08003048780487805
Pattern5,BST2,15,1.0784711837768555,by_cell_type,Dendritic cells,2.3626321104799177,2.2772248724386044,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,BST2,15,1.0784711837768555,by_cell_type,FCGR3A+ Monocytes,1.439979378900735,1.5097432139441516,6,6,0,0,1.0,0.03125,up_in_stim,strong,0.04843173431734318
Pattern5,BST2,15,1.0784711837768555,by_cell_type,Megakaryocytes,-4.115166164695357,-4.115166164695357,1,0,1,0,1.0,,down_in_stim,strong,
Pattern5,BST2,15,1.0784711837768555,by_cell_type,NK cells,1.5378749199290112,1.631638139767932,8,8,0,0,1.0,0.0078125,up_in_stim,strong,0.020007621951219513
Pattern6,CD74,1,13.793898582458496,by_cell_type,B cells,-0.6412577872976786,-0.5847540395860431,8,0,8,0,1.0,0.0078125,down_in_stim,strong,0.020007621951219513
Pattern6,CD74,1,13.793898582458496,by_cell_type,CD14+ Monocytes,0.09082530603545602,0.14336677647722418,8,6,2,0,0.75,0.1953125,up_in_stim,weak_or_mixed,0.23107394366197184
Pattern6,CD74,1,13.793898582458496,by_cell_type,CD4 T cells,-0.04941069880505866,-0.043859971332445014,8,4,4,0,0.5,0.640625,down_in_stim,weak_or_mixed,0.6881393861892583
Pattern6,CD74,1,13.793898582458496,by_cell_type,CD8 T cells,0.04115308070606929,-0.013978983906596909,5,2,3,0,0.6,1.0,up_in_stim,weak_or_mixed,1.0
Pattern6,CD74,1,13.793898582458496,by_cell_type,Dendritic cells,-0.2486174225670418,-0.22669634179261422,6,0,6,0,1.0,0.03125,down_in_stim,suggestive,0.04843173431734318
Pattern6,CD74,1,13.793898582458496,by_cell_type,FCGR3A+ Monocytes,0.3233119885767464,0.35198138092641607,6,5,1,0,0.8333333333333334,0.0625,up_in_stim,moderate,0.08003048780487805
